-5.0562,-5.01579,-2.29355
-4.57141,-5.05262,-2.12075
-10.6482,-6.97622,-2.35864
-10.8362,-7.99374,-2.40606
-8.02296,-4.919,-2.24586
-8.4594,-5.88349,-2.40726
-11.1753,-9.35405,-2.50928
-11.8609,-11.1207,-2.6356
-8.5058,-6.73001,-2.43963
-8.6499,-7.68171,-2.50073
-16.6353,-12.0629,-2.57955
-17.1323,-13.3419,-2.6158
-18.9398,-16.0734,-2.86657
-20.3122,-18.6347,-3.01758
-13.5563,-11.1216,-2.61714
-13.8479,-12.2613,-2.66895
-9.14541,-9.5997,-1.21415
-15.0202,-14.4121,-2.8833
-8.83881,-9.01597,-1.6174
-13.753,-9.92492,-0.874991
-26.9262,-21.259,-1.73464
-14.5242,-10.193,-1.55345
-24.6731,-18.9098,-2.66269
-26.5923,-22.641,-1.58361
-23.9687,-19.8543,-2.48201
-32.8255,-29.4428,-3.34891
-14.2736,-10.0043,-0.272795
-25.7858,-19.771,-0.483726
-28.0937,-25.1272,-0.13404
-4.56966,-2.79656,-2.25569
-4.59207,-3.18063,-2.31969
-4.47577,-3.57721,-2.31465
-4.42813,-3.94188,-2.33753
-3.90868,-2.93372,-2.28345
-3.85277,-3.26051,-2.33145
-4.49495,-4.64392,-2.48217
-4.35902,-5.01019,-2.46209
-3.84152,-3.76997,-2.41372
-3.75946,-4.12146,-2.42532
-6.54519,-4.12206,-2.29333
-6.61305,-4.70361,-2.36231
-5.52304,-3.25651,-2.28692
-5.53838,-3.7197,-2.34279
-6.5523,-5.33663,-2.42099
-6.60795,-6.03467,-2.43855
-5.47066,-4.20271,-2.34096
-5.42005,-4.6702,-2.37533
-4.76515,-4.89395,-1.78563
-4.539,-5.17755,-1.71772
-5.07801,-5.00539,-2.296
-4.61654,-5.07146,-2.13452
-10.6725,-6.94383,-2.35896
-10.8261,-7.93234,-2.39772
-8.05712,-4.90541,-2.25106
-8.50374,-5.87513,-2.41464
-11.2174,-9.32915,-2.51201
-11.878,-11.0656,-2.63129
-8.52619,-6.70214,-2.43914
-8.67187,-7.65187,-2.49982
-16.677,-12.013,-2.58001
-17.1997,-13.3076,-2.61975
-18.6421,-15.715,-2.8107
-20.348,-18.5492,-3.01384
-13.5768,-11.0664,-2.61397
-13.8782,-12.2098,-2.66708
-9.18164,-9.57669,-1.21492
-14.4027,-13.7206,-2.7487
-8.87325,-8.9938,-1.61845
-13.7512,-9.85695,-0.872375
-27.5218,-21.5948,-1.7719
-13.3641,-9.2953,-1.41204
-14.2065,-10.6812,-1.45461
-26.8441,-22.7114,-1.59537
-24.1659,-19.891,-2.49677
-28.0406,-24.9439,-2.82648
-15.4775,-11.665,-0.219274
-28.1597,-25.0268,-0.133787
-4.59454,-2.79233,-2.26348
-4.61604,-3.17609,-2.32657
-4.48213,-3.55841,-2.31161
-4.43729,-3.92419,-2.33528
-3.90046,-2.90675,-2.27238
-3.84636,-3.23247,-2.32055
-4.51027,-4.62978,-2.48213
-4.38385,-5.00662,-2.46694
-3.85667,-3.76056,-2.41533
-3.76958,-4.10546,-2.42289
-6.58753,-4.1206,-2.30373
-6.62854,-4.68283,-2.36226
-5.55462,-3.25216,-2.29572
-5.55687,-3.7066,-2.34542
-6.56112,-5.30873,-2.4176
-6.6179,-6.0046,-2.43478
-5.46709,-4.17137,-2.33312
-5.4132,-4.63281,-2.3651
-4.77466,-4.87191,-1.78303
-4.53003,-5.13204,-1.70732
-5.09848,-4.99354,-2.29783
-4.62947,-5.05261,-2.13268
-10.633,-6.86892,-2.34472
-10.8141,-7.8699,-2.38902
-8.04879,-4.8646,-2.24389
-8.4662,-5.80753,-2.3979
-11.2354,-9.28372,-2.50918
-11.8778,-10.9943,-2.62305
-8.54046,-6.66931,-2.43686
-8.68509,-7.61409,-2.49633
-16.6867,-11.9396,-2.57521
-17.1721,-13.1984,-2.60833
-18.5579,-15.5421,-2.78922
-20.3558,-18.4381,-3.00577
-13.6259,-11.035,-2.6167
-13.901,-12.1516,-2.66371
-21.5088,-21.0162,-2.94147
-9.23544,-9.57239,-1.21834
-14.3726,-13.604,-2.73369
-8.91311,-8.97721,-1.62059
-14.0913,-10.0391,-0.895721
-25.6061,-19.939,-1.63179
